accuracy_task_0,accuracy_task_1,accuracy_task_2,accuracy_task_3,accuracy_task_4,accuracy_task_5
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.996,0.0,0.0,0.0,0.0,0.0
0.989,0.002,0.0,0.0,0.0,0.0
0.971,0.036,0.0,0.0,0.0,0.0
0.914,0.129,0.0,0.0,0.0,0.0
0.815,0.318,0.0,0.0,0.0,0.0
0.649,0.589,0.0,0.0,0.0,0.0
0.511,0.779,0.0,0.0,0.0,0.0
0.403,0.866,0.0,0.0,0.0,0.0
0.297,0.941,0.0,0.0,0.0,0.0
0.256,0.955,0.0,0.0,0.0,0.0
0.206,0.975,0.0,0.0,0.0,0.0
0.167,0.984,0.0,0.0,0.0,0.0
0.127,0.991,0.0,0.0,0.0,0.0
0.12,0.992,0.0,0.0,0.0,0.0
0.116,0.993,0.0,0.0,0.0,0.0
0.135,0.995,0.0,0.0,0.0,0.0
0.146,0.993,0.0,0.0,0.0,0.0
0.152,0.993,0.0,0.0,0.0,0.0
0.168,0.992,0.0,0.0,0.0,0.0
0.177,0.99,0.0,0.0,0.0,0.0
0.201,0.987,0.0,0.0,0.0,0.0
0.214,0.983,0.0,0.0,0.0,0.0
0.212,0.985,0.0,0.0,0.0,0.0
0.229,0.982,0.0,0.0,0.0,0.0
0.24,0.98,0.0,0.0,0.0,0.0
0.23,0.981,0.0,0.0,0.0,0.0
0.219,0.984,0.0,0.0,0.0,0.0
0.186,0.986,0.0,0.0,0.0,0.0
0.159,0.99,0.0,0.0,0.0,0.0
0.154,0.993,0.0,0.0,0.0,0.0
0.152,0.994,0.0,0.0,0.0,0.0
0.153,0.994,0.0,0.0,0.0,0.0
0.144,0.995,0.0,0.0,0.0,0.0
0.146,0.995,0.0,0.0,0.0,0.0
0.152,0.995,0.0,0.0,0.0,0.0
0.171,0.994,0.0,0.0,0.0,0.0
0.198,0.989,0.0,0.0,0.0,0.0
0.228,0.987,0.0,0.0,0.0,0.0
0.284,0.979,0.0,0.0,0.0,0.0
0.324,0.967,0.0,0.0,0.0,0.0
0.361,0.952,0.0,0.0,0.0,0.0
0.41,0.931,0.0,0.0,0.0,0.0
0.443,0.919,0.0,0.0,0.0,0.0
0.467,0.902,0.0,0.0,0.0,0.0
0.487,0.884,0.0,0.0,0.0,0.0
0.511,0.85,0.0,0.0,0.0,0.0
0.538,0.828,0.0,0.0,0.0,0.0
0.558,0.795,0.0,0.0,0.0,0.0
0.581,0.772,0.0,0.0,0.0,0.0
0.602,0.734,0.0,0.0,0.0,0.0
0.623,0.708,0.0,0.0,0.0,0.0
0.624,0.69,0.0,0.0,0.0,0.0
0.643,0.653,0.0,0.0,0.0,0.0
0.652,0.638,0.0,0.0,0.0,0.0
0.667,0.619,0.0,0.0,0.0,0.0
0.677,0.596,0.001,0.0,0.0,0.0
0.687,0.56,0.017,0.0,0.0,0.0
0.671,0.472,0.1,0.0,0.0,0.0
0.618,0.321,0.284,0.0,0.0,0.0
0.538,0.168,0.546,0.0,0.0,0.0
0.474,0.058,0.718,0.0,0.0,0.0
0.4,0.023,0.828,0.0,0.0,0.0
0.359,0.003,0.873,0.0,0.0,0.0
0.319,0.0,0.913,0.0,0.0,0.0
0.285,0.0,0.93,0.0,0.0,0.0
0.274,0.0,0.937,0.0,0.0,0.0
0.258,0.0,0.951,0.0,0.0,0.0
0.254,0.0,0.951,0.0,0.0,0.0
0.249,0.0,0.952,0.0,0.0,0.0
0.251,0.0,0.954,0.0,0.0,0.0
0.259,0.0,0.951,0.0,0.0,0.0
0.259,0.0,0.952,0.0,0.0,0.0
0.262,0.0,0.952,0.0,0.0,0.0
0.268,0.0,0.946,0.0,0.0,0.0
0.309,0.0,0.935,0.0,0.0,0.0
0.318,0.0,0.93,0.0,0.0,0.0
0.35,0.0,0.907,0.0,0.0,0.0
0.364,0.0,0.901,0.0,0.0,0.0
0.382,0.0,0.887,0.0,0.0,0.0
0.386,0.0,0.885,0.0,0.0,0.0
0.405,0.0,0.865,0.0,0.0,0.0
0.423,0.0,0.859,0.0,0.0,0.0
0.439,0.0,0.843,0.0,0.0,0.0
0.456,0.0,0.823,0.0,0.0,0.0
0.448,0.0,0.83,0.0,0.0,0.0
0.449,0.0,0.829,0.0,0.0,0.0
0.457,0.0,0.825,0.0,0.0,0.0
0.458,0.0,0.826,0.0,0.0,0.0
0.464,0.0,0.819,0.0,0.0,0.0
0.46,0.004,0.821,0.0,0.0,0.0
0.459,0.005,0.817,0.0,0.0,0.0
0.466,0.012,0.804,0.0,0.0,0.0
0.473,0.032,0.792,0.0,0.0,0.0
0.46,0.063,0.77,0.0,0.0,0.0
0.45,0.101,0.748,0.0,0.0,0.0
0.444,0.139,0.723,0.0,0.0,0.0
0.437,0.186,0.7,0.0,0.0,0.0
0.427,0.229,0.682,0.0,0.0,0.0
0.409,0.273,0.657,0.0,0.0,0.0
0.397,0.331,0.594,0.0,0.0,0.0
0.373,0.369,0.56,0.0,0.0,0.0
0.375,0.399,0.527,0.0,0.0,0.0
0.372,0.433,0.491,0.0,0.0,0.0
0.37,0.473,0.46,0.0,0.0,0.0
0.368,0.511,0.429,0.002,0.0,0.0
0.368,0.547,0.388,0.008,0.0,0.0
0.357,0.573,0.352,0.033,0.0,0.0
0.336,0.578,0.315,0.1,0.0,0.0
0.268,0.589,0.266,0.251,0.0,0.0
0.215,0.618,0.208,0.397,0.0,0.0
0.158,0.604,0.147,0.522,0.0,0.0
0.129,0.58,0.088,0.624,0.0,0.0
0.094,0.547,0.046,0.691,0.0,0.0
0.078,0.499,0.014,0.747,0.0,0.0
0.069,0.435,0.006,0.788,0.0,0.0
0.064,0.377,0.003,0.82,0.0,0.0
0.05,0.32,0.001,0.84,0.0,0.0
0.051,0.296,0.0,0.857,0.0,0.0
0.057,0.281,0.0,0.866,0.0,0.0
0.063,0.278,0.0,0.869,0.0,0.0
0.061,0.278,0.0,0.875,0.0,0.0
0.063,0.29,0.0,0.874,0.0,0.0
0.065,0.306,0.0,0.867,0.0,0.0
0.066,0.312,0.0,0.865,0.0,0.0
0.062,0.323,0.0,0.864,0.0,0.0
0.07,0.334,0.0,0.857,0.0,0.0
0.07,0.336,0.0,0.861,0.0,0.0
0.071,0.332,0.0,0.867,0.0,0.0
0.071,0.301,0.0,0.876,0.0,0.0
0.066,0.285,0.0,0.879,0.0,0.0
0.071,0.258,0.0,0.887,0.0,0.0
0.073,0.272,0.0,0.882,0.0,0.0
0.074,0.299,0.0,0.881,0.0,0.0
0.072,0.32,0.0,0.875,0.0,0.0
0.071,0.338,0.0,0.874,0.0,0.0
0.069,0.356,0.0,0.872,0.0,0.0
0.073,0.388,0.0,0.861,0.0,0.0
0.072,0.398,0.0,0.849,0.0,0.0
0.068,0.443,0.0,0.845,0.0,0.0
0.07,0.462,0.0,0.838,0.0,0.0
0.074,0.48,0.0,0.832,0.0,0.0
0.068,0.507,0.0,0.832,0.0,0.0
0.063,0.524,0.001,0.823,0.0,0.0
0.062,0.558,0.0,0.812,0.0,0.0
0.057,0.586,0.0,0.811,0.0,0.0
0.057,0.619,0.001,0.793,0.0,0.0
0.057,0.656,0.004,0.785,0.0,0.0
0.061,0.679,0.009,0.764,0.0,0.0
0.066,0.709,0.015,0.737,0.002,0.0
0.065,0.724,0.02,0.721,0.015,0.0
0.048,0.734,0.027,0.705,0.04,0.0
0.042,0.766,0.038,0.657,0.069,0.0
0.041,0.756,0.047,0.633,0.109,0.0
0.043,0.754,0.058,0.597,0.158,0.0
0.04,0.749,0.077,0.569,0.208,0.0
0.037,0.73,0.106,0.558,0.259,0.0
0.038,0.72,0.123,0.539,0.309,0.0
0.029,0.716,0.14,0.503,0.375,0.0
0.025,0.7,0.171,0.472,0.423,0.0
0.017,0.674,0.195,0.439,0.478,0.0
0.015,0.679,0.209,0.391,0.531,0.0
0.01,0.673,0.218,0.327,0.588,0.0
0.008,0.638,0.235,0.266,0.663,0.0
0.007,0.596,0.234,0.208,0.71,0.0
0.004,0.591,0.249,0.15,0.755,0.0
0.002,0.552,0.245,0.095,0.804,0.0
0.001,0.534,0.232,0.059,0.847,0.0
0.0,0.518,0.204,0.034,0.868,0.0
0.0,0.47,0.199,0.019,0.896,0.0
0.0,0.442,0.184,0.013,0.915,0.0
0.0,0.428,0.171,0.006,0.933,0.0
0.0,0.402,0.154,0.004,0.947,0.0
0.0,0.366,0.148,0.003,0.954,0.0
0.0,0.353,0.137,0.003,0.953,0.0
0.0,0.328,0.14,0.003,0.958,0.0
0.0,0.323,0.131,0.002,0.956,0.0
0.0,0.318,0.109,0.0,0.959,0.0
0.0,0.324,0.1,0.0,0.955,0.0
0.0,0.31,0.093,0.001,0.959,0.0
0.0,0.295,0.094,0.0,0.963,0.0
0.0,0.277,0.097,0.0,0.964,0.0
0.0,0.25,0.088,0.001,0.973,0.0
0.0,0.231,0.082,0.001,0.971,0.0
0.0,0.213,0.071,0.001,0.967,0.0
0.0,0.195,0.078,0.0,0.976,0.0
0.0,0.193,0.072,0.0,0.978,0.0
0.0,0.188,0.076,0.0,0.981,0.0
0.0,0.17,0.072,0.0,0.98,0.0
0.0,0.164,0.064,0.0,0.978,0.0
0.001,0.16,0.057,0.0,0.979,0.0
0.001,0.154,0.063,0.0,0.979,0.0
0.003,0.16,0.065,0.0,0.979,0.0
0.007,0.153,0.073,0.001,0.979,0.0
0.014,0.164,0.07,0.001,0.968,0.0
0.027,0.166,0.076,0.003,0.959,0.0
0.043,0.174,0.095,0.005,0.948,0.0
0.063,0.157,0.109,0.008,0.943,0.0
0.088,0.155,0.125,0.014,0.938,0.0
0.102,0.164,0.136,0.018,0.924,0.0
0.116,0.152,0.133,0.025,0.915,0.0
0.137,0.138,0.134,0.037,0.903,0.0
0.159,0.119,0.134,0.038,0.883,0.0
